Rank,ID,Category,Skills_Total,Skills_Matched,Skills_Missing,Match_Score,Matched_Skills,Missing_Skills,Category_Level,Weighted_Score,TFIDF_Score,Combined_Score
1725,20566550,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.1,5.1
1726,32265203,Poor Match,2,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,9.9,5.6
1727,27246366,Poor Match,3,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.1,4.2
1728,25224998,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.1,3.9
1729,37402097,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.3,3.6
1730,36569713,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.9,3.8
1731,13330982,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.9,4.4
1732,29639533,Poor Match,8,1,25,3.8,['orientation'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,8.8,5.3
1733,16803215,Poor Match,1,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.9,4.1
1734,37335325,Poor Match,5,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.8,3.5
1735,15423153,Poor Match,6,1,25,3.8,['recruitment'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel']",Poor Match (Reject),3.8,4.3,3.9
1736,24647386,Poor Match,4,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.3,4.6
1737,32531824,Poor Match,5,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.2,3.9
1738,39674782,Poor Match,6,1,25,3.8,['employee relations'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,7.9,5.0
1739,23782450,Poor Match,4,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),3.8,6.2,4.5
1740,15603319,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.8,5.3
1741,18242317,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.2,3.6
1742,11813872,Poor Match,5,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.9,4.4
1743,26410763,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.0,3.9
1744,20932019,Poor Match,2,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.3,3.4
1745,26622051,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.4,4.9
1746,25023614,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.4,4.9
1747,29193505,Poor Match,3,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,13.1,6.6
1748,26896699,Poor Match,5,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,9.0,5.4
1749,11289482,Poor Match,8,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,4.4,4.0
1750,50328713,Poor Match,5,1,25,3.8,['orientation'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.8,4.4
1751,21807224,Poor Match,5,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.4,4.9
1752,56691064,Poor Match,5,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.2,4.5
1753,19612167,Poor Match,5,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,7.7,5.0
1754,26834746,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.3,4.2
1755,17103000,Poor Match,6,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,14.8,7.1
1756,20553895,Poor Match,3,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),3.8,6.2,4.5
1757,40792022,Poor Match,6,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,2.9,3.5
1758,17095812,Poor Match,2,1,25,3.8,['benefits'],"['performance management', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.7,3.8
1759,23234047,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.5,4.0
1760,38314236,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.4,4.3
1761,35737840,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.1,5.1
1762,90280583,Poor Match,8,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,4.6,4.0
1763,16911115,Poor Match,7,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'recruitment']",Poor Match (Reject),3.8,4.3,3.9
1764,61065616,Poor Match,6,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,3.1,3.6
1765,10281555,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.3,3.4
1766,48549972,Poor Match,4,1,25,3.8,['compensation'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,9.0,5.4
1767,17252448,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.3,5.2
1768,15721849,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.7,5.3
1769,56525735,Poor Match,3,1,25,3.8,['ada'],"['performance management', 'benefits', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.8,4.4
1770,16353584,Poor Match,3,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.0,4.2
1771,10176013,Poor Match,2,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.3,3.4
1772,14743911,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.2,4.8
1773,32140087,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.7,4.4
1774,58428843,Poor Match,3,1,25,3.8,['benefits'],"['performance management', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.1,3.6
1775,23032182,Poor Match,3,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),3.8,6.6,4.6
1776,13637605,Poor Match,2,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,6.1,4.5
1777,28139742,Poor Match,9,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,4.6,4.0
1778,34131484,Poor Match,3,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.6,4.6
1779,79432080,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.2,4.2
1780,69458502,Poor Match,3,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.4,4.6
1781,19556300,Poor Match,2,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.1,4.2
1782,20399718,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.5,4.6
1783,19302310,Poor Match,5,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.6,4.0
1784,51209395,Poor Match,6,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,7.8,5.0
1785,35651876,Poor Match,4,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.5,4.6
1786,21287405,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,12.0,6.3
1787,10464113,Poor Match,6,1,25,3.8,['compensation'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,2.4,3.4
1788,92200491,Poor Match,3,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.4,4.0
1789,12820557,Poor Match,2,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,4.4,4.0
1790,13178604,Poor Match,3,1,25,3.8,['benefits'],"['performance management', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.9,4.1
